Campaign name,Ad set name,Ad name,day,Cost,Reach,Impressions,Frequency,Link clicks,Website purchases,Purchase conversion value,Website adds to cart,Landing page views,Video watches at 100%,Website checkouts initiated,"CPM (cost per 1,000 impressions)",CTR (link click-through rate),CPC (cost per link click),ROI,客单价 (USD),转化率,ATC Rate,Cost per add to cart,Cost per landing page view,Cost per purchase,Reporting starts,Reporting ends,Currency
Event: Velotric x Dusty Roads Bicycles Demo Day,Event: Velotric x Dusty Roads Bicycles Demo Day,Event: Velotric x Dusty Roads Bicycles Demo Day,2026-01-13,5.23,111,124,1.12,3,,,,5,,,42.17741935,0.02419354839,1.743333333,0,#DIV/0!,0,0,#DIV/0!,1.046,#DIV/0!,,,
GOC-All_Products-Lifecycle-DealerVideoViewer-CPA-Prospecting-Dealer-Prospecting-CV-CV-20251106-,【AO】PDP-ASC-ALL-Dealer_Video_Viewer_IMG-1208,20251224-CV-B1-IMG-Standard-Scenario-SP-AO-Winter,2026-01-07,0.01,1,1,1,,,,,,,,10,0,#DIV/0!,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
GOC-All_Products-Lifecycle-DealerVideoViewer-CPA-Prospecting-Dealer-Prospecting-CV-CV-20251106-,【AO】PDP-ASC-ALL-Dealer_Video_Viewer_IMG-1208,20251224-CV-B1-IMG-Standard-Scenario-SP-AO-Winter,2026-01-09,0.16,12,12,1,,,,,,,,13.33333333,0,#DIV/0!,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
GOC-All_Products-Lifecycle-DealerVideoViewer-CPA-Prospecting-Dealer-Prospecting-CV-CV-20251106-,【AO】PDP-ASC-ALL-Dealer_Video_Viewer_IMG-1208,20251224-CV-B1-IMG-Standard-Scenario-SP-AO-Winter,2026-01-11,0.08,9,9,1,,,,,,,,8.888888889,0,#DIV/0!,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
GOC-All_Products-Lifecycle-DealerVideoViewer-CPA-Prospecting-Dealer-Prospecting-CV-CV-20251106-,【AO】PDP-ASC-ALL-Dealer_Video_Viewer_IMG-1208,20251224-CV-B1-IMG-Standard-Scenario-SP-AO-Winter,2026-01-12,0.12,14,14,1,,,,,,,,8.571428571,0,#DIV/0!,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
GOC-All_Products-Lifecycle-DealerVideoViewer-CPA-Prospecting-Dealer-Prospecting-CV-CV-20251106-,【AO】PDP-ASC-ALL-Dealer_Video_Viewer_IMG-1208,20251224-CV-B1-IMG-Standard-Scenario-SP-AO-Winter,2026-01-13,0.01,1,1,1,,,,,2,,,10,0,#DIV/0!,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.005,#DIV/0!,,,
GOC-All_Products-Lifecycle-DealerVideoViewer-CPA-Prospecting-Dealer-Prospecting-CV-CV-20251106-,【AO】PDP-ASC-ALL-Dealer_Video_Viewer_IMG-1208,20251224-CV-D2-IMG-Standard-Scenario-SP-AO-Winter,2026-01-07,0.62,46,47,1.02,,,,,,,,13.19148936,0,#DIV/0!,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
GOC-All_Products-Lifecycle-DealerVideoViewer-CPA-Prospecting-Dealer-Prospecting-CV-CV-20251106-,【AO】PDP-ASC-ALL-Dealer_Video_Viewer_IMG-1208,20251224-CV-D2-IMG-Standard-Scenario-SP-AO-Winter,2026-01-08,1.63,108,138,1.28,2,,,,,,,11.8115942,0.01449275362,0.815,0,#DIV/0!,0,0,#DIV/0!,#DIV/0!,#DIV/0!,,,
GOC-All_Products-Lifecycle-DealerVideoViewer-CPA-Prospecting-Dealer-Prospecting-CV-CV-20251106-,【AO】PDP-ASC-ALL-Dealer_Video_Viewer_IMG-1208,20251224-CV-D2-IMG-Standard-Scenario-SP-AO-Winter,2026-01-09,0.5,32,34,1.06,1,,,,,,,14.70588235,0.02941176471,0.5,0,#DIV/0!,0,0,#DIV/0!,#DIV/0!,#DIV/0!,,,
GOC-All_Products-Lifecycle-DealerVideoViewer-CPA-Prospecting-Dealer-Prospecting-CV-CV-20251106-,【AO】PDP-ASC-ALL-Dealer_Video_Viewer_IMG-1208,20251224-CV-D2-IMG-Standard-Scenario-SP-AO-Winter,2026-01-10,0.05,3,3,1,,,,,,,,16.66666667,0,#DIV/0!,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
GOC-All_Products-Lifecycle-DealerVideoViewer-CPA-Prospecting-Dealer-Prospecting-CV-CV-20251106-,【AO】PDP-ASC-ALL-Dealer_Video_Viewer_IMG-1208,20251224-CV-D2-IMG-Standard-Scenario-SP-AO-Winter,2026-01-12,0,0,0,,,,,1,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,#DIV/0!,#DIV/0!,,,
GOC-All_Products-Lifecycle-DealerVideoViewer-CPA-Prospecting-Dealer-Prospecting-CV-CV-20251106-,【AO】PDP-ASC-ALL-Dealer_Video_Viewer_IMG-1208,20251224-CV-F1_Plus-IMG-Standard-Scenario-SP-AO-Winter,2026-01-07,2.04,126,169,1.34,,,,,,,,12.07100592,0,#DIV/0!,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
GOC-All_Products-Lifecycle-DealerVideoViewer-CPA-Prospecting-Dealer-Prospecting-CV-CV-20251106-,【AO】PDP-ASC-ALL-Dealer_Video_Viewer_IMG-1208,20251224-CV-F1_Plus-IMG-Standard-Scenario-SP-AO-Winter,2026-01-08,2.26,111,146,1.32,2,,,,1,,,15.47945205,0.01369863014,1.13,0,#DIV/0!,0,0,#DIV/0!,2.26,#DIV/0!,,,
GOC-All_Products-Lifecycle-DealerVideoViewer-CPA-Prospecting-Dealer-Prospecting-CV-CV-20251106-,【AO】PDP-ASC-ALL-Dealer_Video_Viewer_IMG-1208,20251224-CV-F1_Plus-IMG-Standard-Scenario-SP-AO-Winter,2026-01-09,2.3,125,187,1.5,3,,,,2,,,12.29946524,0.01604278075,0.7666666667,0,#DIV/0!,0,0,#DIV/0!,1.15,#DIV/0!,,,
GOC-All_Products-Lifecycle-DealerVideoViewer-CPA-Prospecting-Dealer-Prospecting-CV-CV-20251106-,【AO】PDP-ASC-ALL-Dealer_Video_Viewer_IMG-1208,20251224-CV-F1_Plus-IMG-Standard-Scenario-SP-AO-Winter,2026-01-10,0.19,17,20,1.18,1,,,,,,,9.5,0.05,0.19,0,#DIV/0!,0,0,#DIV/0!,#DIV/0!,#DIV/0!,,,
GOC-All_Products-Lifecycle-DealerVideoViewer-CPA-Prospecting-Dealer-Prospecting-CV-CV-20251106-,【AO】PDP-ASC-ALL-Dealer_Video_Viewer_IMG-1208,20251224-CV-F1_Plus-IMG-Standard-Scenario-SP-AO-Winter,2026-01-11,0,0,0,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
GOC-All_Products-Lifecycle-DealerVideoViewer-CPA-Prospecting-Dealer-Prospecting-CV-CV-20251106-,【AO】PDP-ASC-ALL-Dealer_Video_Viewer_IMG-1208,20251224-CV-F1_Plus-IMG-Standard-Scenario-SP-AO-Winter-Icon,2026-01-07,3.59,150,202,1.35,5,,,,2,,,17.77227723,0.02475247525,0.718,0,#DIV/0!,0,0,#DIV/0!,1.795,#DIV/0!,,,
GOC-All_Products-Lifecycle-DealerVideoViewer-CPA-Prospecting-Dealer-Prospecting-CV-CV-20251106-,【AO】PDP-ASC-ALL-Dealer_Video_Viewer_IMG-1208,20251224-CV-F1_Plus-IMG-Standard-Scenario-SP-AO-Winter-Icon,2026-01-08,1.47,83,115,1.39,1,,,,1,,,12.7826087,0.008695652174,1.47,0,#DIV/0!,0,0,#DIV/0!,1.47,#DIV/0!,,,
GOC-All_Products-Lifecycle-DealerVideoViewer-CPA-Prospecting-Dealer-Prospecting-CV-CV-20251106-,【AO】PDP-ASC-ALL-Dealer_Video_Viewer_IMG-1208,20251224-CV-F1_Plus-IMG-Standard-Scenario-SP-AO-Winter-Icon,2026-01-09,1.58,32,44,1.38,,,,,,,,35.90909091,0,#DIV/0!,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
GOC-All_Products-Lifecycle-DealerVideoViewer-CPA-Prospecting-Dealer-Prospecting-CV-CV-20251106-,【AO】PDP-ASC-ALL-Dealer_Video_Viewer_IMG-1208,20251224-CV-F1_Plus-IMG-Standard-Scenario-SP-AO-Winter-Icon,2026-01-10,0.5,23,38,1.65,1,,,,,,,13.15789474,0.02631578947,0.5,0,#DIV/0!,0,0,#DIV/0!,#DIV/0!,#DIV/0!,,,
GOC-All_Products-Lifecycle-DealerVideoViewer-CPA-Prospecting-Dealer-Prospecting-CV-CV-20251106-,【AO】PDP-ASC-ALL-Dealer_Video_Viewer_IMG-1208,20251224-CV-F1_Plus-IMG-Standard-Scenario-SP-AO-Winter-Icon,2026-01-11,0.59,35,55,1.57,,,,,,,,10.72727273,0,#DIV/0!,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
GOC-All_Products-Lifecycle-DealerVideoViewer-CPA-Prospecting-Dealer-Prospecting-CV-CV-20251106-,【AO】PDP-ASC-ALL-Dealer_Video_Viewer_IMG-1208,20251224-CV-F1_Plus-IMG-Standard-Scenario-SP-AO-Winter-Icon,2026-01-12,0.69,34,47,1.38,1,1,149.98,,,,,14.68085106,0.02127659574,0.69,217.3623188,149.98,1,0,#DIV/0!,#DIV/0!,0.69,,,
GOC-All_Products-Lifecycle-DealerVideoViewer-CPA-Prospecting-Dealer-Prospecting-CV-CV-20251106-,【AO】PDP-ASC-ALL-Dealer_Video_Viewer_IMG-1208,20251224-CV-F1_Plus-IMG-Standard-Scenario-SP-AO-Winter-Icon,2026-01-13,0.84,38,53,1.39,,,,,,,,15.8490566,0,#DIV/0!,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
GOC-All_Products-Lifecycle-DealerVideoViewer-CPA-Prospecting-Dealer-Prospecting-CV-CV-20251106-,【AO】PDP-ASC-ALL-Dealer_Video_Viewer_IMG-1208,20251224-CV-N2-IMG-Standard-Scenario-SP-AO-Winter-Icon,2026-01-07,5.66,307,534,1.74,8,,,,1,,,10.59925094,0.01498127341,0.7075,0,#DIV/0!,0,0,#DIV/0!,5.66,#DIV/0!,,,
GOC-All_Products-Lifecycle-DealerVideoViewer-CPA-Prospecting-Dealer-Prospecting-CV-CV-20251106-,【AO】PDP-ASC-ALL-Dealer_Video_Viewer_IMG-1208,20251224-CV-N2-IMG-Standard-Scenario-SP-AO-Winter-Icon,2026-01-08,5.52,335,559,1.67,14,,,,6,,,9.874776386,0.02504472272,0.3942857143,0,#DIV/0!,0,0,#DIV/0!,0.92,#DIV/0!,,,
GOC-All_Products-Lifecycle-DealerVideoViewer-CPA-Prospecting-Dealer-Prospecting-CV-CV-20251106-,【AO】PDP-ASC-ALL-Dealer_Video_Viewer_IMG-1208,20251224-CV-N2-IMG-Standard-Scenario-SP-AO-Winter-Icon,2026-01-09,6.48,349,584,1.67,10,,,3,6,,,11.09589041,0.01712328767,0.648,0,#DIV/0!,0,0.3,2.16,1.08,#DIV/0!,,,
GOC-All_Products-Lifecycle-DealerVideoViewer-CPA-Prospecting-Dealer-Prospecting-CV-CV-20251106-,【AO】PDP-ASC-ALL-Dealer_Video_Viewer_IMG-1208,20251224-CV-N2-IMG-Standard-Scenario-SP-AO-Winter-Icon,2026-01-10,0.68,60,75,1.25,,,,,,,,9.066666667,0,#DIV/0!,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
GOC-All_Products-Lifecycle-DealerVideoViewer-CPA-Prospecting-Dealer-Prospecting-CV-CV-20251106-,【AO】PDP-ASC-ALL-Dealer_Video_Viewer_IMG-1208,20251224-CV-N2-IMG-Standard-Scenario-SP-AO-Winter-Icon,2026-01-12,0,0,0,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
GOC-All_Products-Lifecycle-DealerVideoViewer-CPA-Prospecting-Dealer-Prospecting-CV-CV-20251106-,【AO】PDP-ASC-ALL-Dealer_Video_Viewer_IMG-1208,20251224-CV-N2-IMG-Standard-Scenario-SP-AO-Winter-Icon,2026-01-13,0,0,0,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
GOC-All_Products-Lifecycle-DealerVideoViewer-CPA-Prospecting-Dealer-Prospecting-CV-CV-20251106-,【AO】PDP-ASC-ALL-Dealer_Video_Viewer_IMG-1208,20251224-CV-N2X-IMG-Standard-Scenario-SP-AO-Winter-Icon,2026-01-11,0.01,2,2,1,,,,,,,,5,0,#DIV/0!,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
GOC-All_Products-Lifecycle-DealerVideoViewer-CPA-Prospecting-Dealer-Prospecting-CV-CV-20251106-,【AO】PDP-ASC-ALL-Dealer_Video_Viewer_IMG-1208,20251224-CV-N2X-IMG-Standard-Scenario-SP-AO-Winter-Icon,2026-01-12,13.43,530,700,1.32,30,,,,17,,,19.18571429,0.04285714286,0.4476666667,0,#DIV/0!,0,0,#DIV/0!,0.79,#DIV/0!,,,
GOC-All_Products-Lifecycle-DealerVideoViewer-CPA-Prospecting-Dealer-Prospecting-CV-CV-20251106-,【AO】PDP-ASC-ALL-Dealer_Video_Viewer_IMG-1208,20251224-CV-N2X-IMG-Standard-Scenario-SP-AO-Winter-Icon,2026-01-13,29.68,901,1402,1.56,52,,,,37,,,21.16975749,0.03708987161,0.5707692308,0,#DIV/0!,0,0,#DIV/0!,0.8021621622,#DIV/0!,,,
GOC-All_Products-Lifecycle-DealerVideoViewer-CPA-Prospecting-Dealer-Prospecting-CV-CV-20251106-,【AO】PDP-ASC-ALL-Dealer_Video_Viewer_IMG-1208,20251226-CV-B1-IMG-Standard-Scenario-SP-AO-Winter-BuiltForComfort,2026-01-07,0.4,23,32,1.39,2,,,,,,,12.5,0.0625,0.2,0,#DIV/0!,0,0,#DIV/0!,#DIV/0!,#DIV/0!,,,
GOC-All_Products-Lifecycle-DealerVideoViewer-CPA-Prospecting-Dealer-Prospecting-CV-CV-20251106-,【AO】PDP-ASC-ALL-Dealer_Video_Viewer_IMG-1208,20251226-CV-B1-IMG-Standard-Scenario-SP-AO-Winter-BuiltForComfort,2026-01-08,0.37,28,33,1.18,,,,,,,,11.21212121,0,#DIV/0!,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
GOC-All_Products-Lifecycle-DealerVideoViewer-CPA-Prospecting-Dealer-Prospecting-CV-CV-20251106-,【AO】PDP-ASC-ALL-Dealer_Video_Viewer_IMG-1208,20251226-CV-B1-IMG-Standard-Scenario-SP-AO-Winter-BuiltForComfort,2026-01-09,0.71,36,44,1.22,,,,,,,,16.13636364,0,#DIV/0!,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
GOC-All_Products-Lifecycle-DealerVideoViewer-CPA-Prospecting-Dealer-Prospecting-CV-CV-20251106-,【AO】PDP-ASC-ALL-Dealer_Video_Viewer_IMG-1208,20251226-CV-B1-IMG-Standard-Scenario-SP-AO-Winter-BuiltForComfort,2026-01-10,0.12,8,8,1,,,,,,,,15,0,#DIV/0!,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
GOC-All_Products-Lifecycle-DealerVideoViewer-CPA-Prospecting-Dealer-Prospecting-CV-CV-20251106-,【AO】PDP-ASC-ALL-Dealer_Video_Viewer_IMG-1208,20251226-CV-B1-IMG-Standard-Scenario-SP-AO-Winter-BuiltForComfort,2026-01-11,1.11,79,88,1.11,4,,,,4,,,12.61363636,0.04545454545,0.2775,0,#DIV/0!,0,0,#DIV/0!,0.2775,#DIV/0!,,,
GOC-All_Products-Lifecycle-DealerVideoViewer-CPA-Prospecting-Dealer-Prospecting-CV-CV-20251106-,【AO】PDP-ASC-ALL-Dealer_Video_Viewer_IMG-1208,20251226-CV-B1-IMG-Standard-Scenario-SP-AO-Winter-BuiltForComfort,2026-01-12,2.47,155,225,1.45,4,,,,1,,,10.97777778,0.01777777778,0.6175,0,#DIV/0!,0,0,#DIV/0!,2.47,#DIV/0!,,,
GOC-All_Products-Lifecycle-DealerVideoViewer-CPA-Prospecting-Dealer-Prospecting-CV-CV-20251106-,【AO】PDP-ASC-ALL-Dealer_Video_Viewer_IMG-1208,20251226-CV-B1-IMG-Standard-Scenario-SP-AO-Winter-BuiltForComfort,2026-01-13,3.68,223,331,1.48,5,,,,17,,,11.11782477,0.01510574018,0.736,0,#DIV/0!,0,0,#DIV/0!,0.2164705882,#DIV/0!,,,
GOC-All_Products-Lifecycle-DealerVideoViewer-CPA-Prospecting-Dealer-Prospecting-CV-CV-20251106-,【AO】PDP-ASC-ALL-Dealer_Video_Viewer_IMG-1208,20251226-CV-B1-IMG-Standard-Scenario-SP-AO-Winter-EfforTelessCruisingForWomen,2026-01-08,0.22,7,7,1,,,,,,,,31.42857143,0,#DIV/0!,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
GOC-All_Products-Lifecycle-DealerVideoViewer-CPA-Prospecting-Dealer-Prospecting-CV-CV-20251106-,【AO】PDP-ASC-ALL-Dealer_Video_Viewer_IMG-1208,20251226-CV-B1-IMG-Standard-Scenario-SP-AO-Winter-EfforTelessCruisingForWomen,2026-01-10,0,3,6,2,,,,,,,,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
GOC-All_Products-Lifecycle-DealerVideoViewer-CPA-Prospecting-Dealer-Prospecting-CV-CV-20251106-,【AO】PDP-ASC-ALL-Dealer_Video_Viewer_IMG-1208,20251226-CV-B1-IMG-Standard-Scenario-SP-AO-Winter-EfforTelessCruisingForWomen,2026-01-11,0.02,3,7,2.33,,,,,,,,2.857142857,0,#DIV/0!,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
GOC-All_Products-Lifecycle-DealerVideoViewer-CPA-Prospecting-Dealer-Prospecting-CV-CV-20251106-,【AO】PDP-ASC-ALL-Dealer_Video_Viewer_IMG-1208,20251226-CV-B1-IMG-Standard-Scenario-SP-AO-Winter-EfforTelessCruisingForWomen,2026-01-13,0,1,1,1,,,,,,,,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
GOC-All_Products-Lifecycle-DealerVideoViewer-CPA-Prospecting-Dealer-Prospecting-CV-CV-20251106-,【AO】PDP-ASC-ALL-Dealer_Video_Viewer_IMG-1208,20251226-CV-B1-IMG-Standard-Scenario-SP-AO-Winter-LightweightYetPowerful,2026-01-07,18.59,563,789,1.4,22,,,2,15,,1,23.56147022,0.0278833967,0.845,0,#DIV/0!,0,0.09090909091,9.295,1.239333333,#DIV/0!,,,
GOC-All_Products-Lifecycle-DealerVideoViewer-CPA-Prospecting-Dealer-Prospecting-CV-CV-20251106-,【AO】PDP-ASC-ALL-Dealer_Video_Viewer_IMG-1208,20251226-CV-B1-IMG-Standard-Scenario-SP-AO-Winter-LightweightYetPowerful,2026-01-08,12.66,645,830,1.29,18,,,,17,,,15.25301205,0.02168674699,0.7033333333,0,#DIV/0!,0,0,#DIV/0!,0.7447058824,#DIV/0!,,,
GOC-All_Products-Lifecycle-DealerVideoViewer-CPA-Prospecting-Dealer-Prospecting-CV-CV-20251106-,【AO】PDP-ASC-ALL-Dealer_Video_Viewer_IMG-1208,20251226-CV-B1-IMG-Standard-Scenario-SP-AO-Winter-LightweightYetPowerful,2026-01-09,6.67,359,487,1.36,8,,,,4,,,13.69609856,0.01642710472,0.83375,0,#DIV/0!,0,0,#DIV/0!,1.6675,#DIV/0!,,,
GOC-All_Products-Lifecycle-DealerVideoViewer-CPA-Prospecting-Dealer-Prospecting-CV-CV-20251106-,【AO】PDP-ASC-ALL-Dealer_Video_Viewer_IMG-1208,20251226-CV-B1-IMG-Standard-Scenario-SP-AO-Winter-LightweightYetPowerful,2026-01-10,8.86,493,717,1.45,11,,,1,4,,,12.35704324,0.01534170153,0.8054545455,0,#DIV/0!,0,0.09090909091,8.86,2.215,#DIV/0!,,,
GOC-All_Products-Lifecycle-DealerVideoViewer-CPA-Prospecting-Dealer-Prospecting-CV-CV-20251106-,【AO】PDP-ASC-ALL-Dealer_Video_Viewer_IMG-1208,20251226-CV-B1-IMG-Standard-Scenario-SP-AO-Winter-LightweightYetPowerful,2026-01-11,9.23,591,844,1.43,23,,,5,5,,1,10.93601896,0.02725118483,0.4013043478,0,#DIV/0!,0,0.2173913043,1.846,1.846,#DIV/0!,,,
GOC-All_Products-Lifecycle-DealerVideoViewer-CPA-Prospecting-Dealer-Prospecting-CV-CV-20251106-,【AO】PDP-ASC-ALL-Dealer_Video_Viewer_IMG-1208,20251226-CV-B1-IMG-Standard-Scenario-SP-AO-Winter-LightweightYetPowerful,2026-01-12,11.47,696,977,1.4,27,,,,10,,,11.74002047,0.02763561924,0.4248148148,0,#DIV/0!,0,0,#DIV/0!,1.147,#DIV/0!,,,
GOC-All_Products-Lifecycle-DealerVideoViewer-CPA-Prospecting-Dealer-Prospecting-CV-CV-20251106-,【AO】PDP-ASC-ALL-Dealer_Video_Viewer_IMG-1208,20251226-CV-B1-IMG-Standard-Scenario-SP-AO-Winter-LightweightYetPowerful,2026-01-13,12.21,719,974,1.35,29,,,5,22,,1,12.53593429,0.02977412731,0.4210344828,0,#DIV/0!,0,0.1724137931,2.442,0.555,#DIV/0!,,,
GOC-All_Products-Lifecycle-DealerVideoViewer-CPA-Prospecting-Dealer-Prospecting-CV-CV-20251106-,【AO】PDP-ASC-ALL-Dealer_Video_Viewer_IMG-1208,20251226-CV-B1-IMG-Standard-Scenario-SP-AO-Winter-PerfectForFirstTimers,2026-01-07,0.01,1,1,1,,,,,,,,10,0,#DIV/0!,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
GOC-All_Products-Lifecycle-DealerVideoViewer-CPA-Prospecting-Dealer-Prospecting-CV-CV-20251106-,【AO】PDP-ASC-ALL-Dealer_Video_Viewer_IMG-1208,20251226-CV-B1-IMG-Standard-Scenario-SP-AO-Winter-PerfectForFirstTimers,2026-01-09,0.04,7,7,1,,,,,,,,5.714285714,0,#DIV/0!,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
GOC-All_Products-Lifecycle-DealerVideoViewer-CPA-Prospecting-Dealer-Prospecting-CV-CV-20251106-,【AO】PDP-ASC-ALL-Dealer_Video_Viewer_IMG-1208,20251226-CV-B1-IMG-Standard-Scenario-SP-AO-Winter-PerfectForFirstTimers,2026-01-11,0,2,2,1,,,,,,,,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
GOC-All_Products-Lifecycle-DealerVideoViewer-CPA-Prospecting-Dealer-Prospecting-CV-CV-20251106-,【AO】PDP-ASC-ALL-Dealer_Video_Viewer_IMG-1208,20251226-CV-B1-IMG-Standard-Scenario-SP-AO-Winter-PerfectForFirstTimers,2026-01-12,0.14,11,12,1.09,,,,,,,,11.66666667,0,#DIV/0!,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
GOC-All_Products-Lifecycle-DealerVideoViewer-CPA-Prospecting-Dealer-Prospecting-CV-CV-20251106-,【AO】PDP-ASC-ALL-Dealer_Video_Viewer_IMG-1208,20251226-CV-B1-IMG-Standard-Scenario-SP-AO-Winter-PerfectForFirstTimers,2026-01-13,0.01,2,2,1,,,,,,,,5,0,#DIV/0!,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
GOC-All_Products-Lifecycle-DealerVideoViewer-CPA-Prospecting-Dealer-Prospecting-CV-CV-20251106-,【AO】PDP-ASC-ALL-Dealer_Video_Viewer_IMG-1208,20251226-CV-D2-IMG-Standard-Scenario-SP-AO-Winter-男女-FeelLessEffort,2026-01-07,0.32,24,26,1.08,,,,,,,,12.30769231,0,#DIV/0!,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
GOC-All_Products-Lifecycle-DealerVideoViewer-CPA-Prospecting-Dealer-Prospecting-CV-CV-20251106-,【AO】PDP-ASC-ALL-Dealer_Video_Viewer_IMG-1208,20251226-CV-D2-IMG-Standard-Scenario-SP-AO-Winter-男女-FeelLessEffort,2026-01-08,0.41,23,30,1.3,,,,,,,,13.66666667,0,#DIV/0!,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
GOC-All_Products-Lifecycle-DealerVideoViewer-CPA-Prospecting-Dealer-Prospecting-CV-CV-20251106-,【AO】PDP-ASC-ALL-Dealer_Video_Viewer_IMG-1208,20251226-CV-D2-IMG-Standard-Scenario-SP-AO-Winter-男女-FeelLessEffort,2026-01-10,0.1,5,6,1.2,,,,,,,,16.66666667,0,#DIV/0!,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
GOC-All_Products-Lifecycle-DealerVideoViewer-CPA-Prospecting-Dealer-Prospecting-CV-CV-20251106-,【AO】PDP-ASC-ALL-Dealer_Video_Viewer_IMG-1208,20251226-CV-D2-IMG-Standard-Scenario-SP-AO-Winter-男女-FeelLessEffort,2026-01-12,0.05,2,2,1,,,,,,,,25,0,#DIV/0!,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
GOC-All_Products-Lifecycle-DealerVideoViewer-CPA-Prospecting-Dealer-Prospecting-CV-CV-20251106-,【AO】PDP-ASC-ALL-Dealer_Video_Viewer_IMG-1208,20251226-CV-D2-IMG-Standard-Scenario-SP-AO-Winter-男女-FeelLessEffort,2026-01-13,0.23,14,16,1.14,2,,,,2,,,14.375,0.125,0.115,0,#DIV/0!,0,0,#DIV/0!,0.115,#DIV/0!,,,
GOC-All_Products-Lifecycle-DealerVideoViewer-CPA-Prospecting-Dealer-Prospecting-CV-CV-20251106-,【AO】PDP-ASC-ALL-Dealer_Video_Viewer_IMG-1208,20251226-CV-F1_Plus-IMG-Standard-Scenario-SP-AO-Winter-Fold3Steps,2026-01-07,0.53,29,31,1.07,,,,,,,,17.09677419,0,#DIV/0!,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
